idx,smiles
12478,CC1COC(=N)C1=O
20064,C1C2C1C1C3CC1C23
92017,OC1CC=CCC1C#N
128941,O=C1CNC2=CC=NN12
23173,ON=C1C2CC3OC1C23
4699,OC1=CNC(=N1)C#C
728,CC1=CON=N1
45488,N=C1OCC(=O)C11CO1
25053,O=CC1=NC(C=O)=CO1
1581,NC(=N)C(O)C#N
105604,COC12CC1C(C)=CC2
38583,C1C2CC=C3CCCC123
11274,OCC1COC(=O)C1
93649,CN1CCC2(CC2)C1=O
127781,NC(=N)NC1=NNN=N1
8629,CC(C=O)N(C)C=O
13786,COCC12CC1CC2
69219,OC12CC1C=CCOC2
60603,CC(CC1(C)CO1)C#C
22596,CC1NC=C(C)C1=NO
105245,CCC12CC(CC1)C2O
5745,C1OC1C1=CNC=N1
123592,CC1=C2CC=CN2N=N1
88851,CC1OC2(CCC12)C#N
60917,CC1NC1C(O)CC=O
31205,COC1=NC(O)=CN1C
69312,CC12CC1OC(C)(C)O2
92149,CN1CCC(=O)C(O)C1
86578,CC1CC11OC(=O)C1O
85977,CC1CC1(C#N)C1CC1
3229,C1C=CC=CC=C1
56203,CC(C#N)N1CC=CC1
93217,CC1CCC11NC1C=O
81740,CC1C2CC3C2CC13O
40160,C1CC1C1C2C3CN3C12
82843,OC1C2OCOC(=N)C12
66181,CC12C3CC1=CC(=O)C23
25853,CC(O)C1=CC(N)=CN1
6000,COC(C)(C)C(C)C
55726,CC(O)(C#N)C(N)C#C
116634,CCCC(C)C1(O)CC1
16296,OC1C2OC3C2C13O
68258,CC12CC1C(=O)N2C=N
84855,CN1CC(C)(O)C1C#C
40766,C1OC2C3CCCC12O3
130242,FC1=C(F)C(=O)NC=C1
63595,OC1(C=O)C2C3CN2C13
118721,OCCC1C2OC1C=C2
63044,CC1(C)CC2COCC12
36945,O1C2C1C1OC3C(O1)C23
94539,CC1CCCC(=O)CO1
28966,CC1=C(C#N)C(O)=CN1
31470,CCC1=NC=C(O1)C#N
127695,N=C1ON=NC(=N1)C#N
131408,CN1N=NC(=N)N=C1F
24626,O=C1CC2=C(C1)N=CO2
100049,CCC1OC1C(C)CO
116611,CCCC(O)C(O)CO
87549,CC1CC1C1C2COC12
61355,OC1(C#N)C2C3CC1C23
100822,COC(CC#N)C#CC
3152,CC1(CC1)C1CO1
110909,CCC1OC(=O)C2CC12
52477,CC#CC12CC1(O)CN2
37848,C1C2CC1C1C3OC1C23
89255,CC1OC2=NCCC12O
50095,O=CC1CCC2(CO2)C1
58525,CC(C)C1CC(C1)C#N
7983,CC12CC1NC(=O)N2
76281,CN1C(CC=O)C1C#C
47637,O=CC(=O)C1C2CCN12
85963,CC1OC1(C#C)C(N)=O
109518,COC1C2CC(O2)C1O
21567,O=CCC1=CON=N1
8680,CNC(=O)C(O)C#N
30182,CCC#CC1=CC=CO1
34713,C#CC1CC1(C#C)C#N
76003,CC12OC1C(C=O)C2O
73780,CC1=CC2OC11CNC21
99814,COC(C)C12CN(C1)C2
30947,CNC1=NC(=N)N=CO1
66260,CC12C3CC1C(C#C)N23
103541,OCC1(CO)CCCC1
28831,CC1=COC(=N)N=C1O
27900,OC1=NC2=C(CNC2)N1
26744,OC1=C(OC=O)C=CN1
65445,CC1(CCOCC1)C=O
42445,O=C1C2CCOCC1N2
15393,OC1CCOC1C#C
21196,N=C1NC(=O)ON=N1
69726,CC12CN1CCC2C=O
272,CCCC(C)O
68363,CC1(O)C2CC2(O)C1=O
111093,COC1OC(C=C1)=NC
3565,CC1CC1N1CC1
19472,O=CC1C2C3CC1N23
93969,OC1CCC2CC12C#N
101290,CCC(CO)CC(C)=O
60455,CC(OC(=O)C#C)C#N
30411,CCC1=C(C)C=C(C)O1
52737,CC#CC1CC(=O)C1O
113476,COC1CC2CCCC12
81371,OC1C2CC2CC2CC12
70562,CC12CC3C1NC(=O)C23
108572,CCC1C(C)OC1=NC
23057,CC(=NO)C(=O)N1CC1
61021,CC(CCC#N)CC#N
50456,O=CNC(C#C)C1CO1
28824,CC1=CNC(=O)N=C1N
98861,COC(C)(C)CC(C)C
83389,CC1N=CN(C=O)C1=N
125263,CCN1N=NC=C1C#N
70429,OC12CC3C1C1OC1C23
9103,COC(C)C#CC=O
36632,C1CC23CCCC2(C1)O3
106858,CCC12OCC1(O)C2C
72432,CC12CCC3C(CC13)O2
20542,CC1=NOC(=O)C=C1
60807,CC(OC=N)C#CC#N
1561,CCOC(C)CO
128102,NC1=C(OC=O)C=NN1
119200,CCCC1CN1C(N)=O
11418,CC(=O)CCC1CO1
81664,CC1C2CN3C2C13C#C
113634,CCC1OC=NC1CO
117798,CCOC1(CCC1)C#N
60468,CC(OC(=O)C#C)C=O
6263,CC(=N)NC(=O)CO
22410,CCC12CC(N1)C2=NO
13943,CC1NC11CCC=C1
126930,COC1=C(O)N(C)N=N1
96566,CC1CC(C1)C#CCO
112586,CCC1OC1CNC=O
82010,OC1C2CC=C(C#N)C12
10590,CC(C)(CO)C1CC1
129735,OC1=NOC=C1C1CN1
76445,OC1C2(O)C3OC3C12O
110776,CC1(C)C(CO)CC1=O
95730,CN=C1OC2(C)CC12O
43695,O=C1CC2C(C3CO3)N12
67391,CC12CC(O1)C2CC=O
80968,OC1C2CC2C(O)C1O
24556,O=C1NC(=O)N=CC=C1
118571,CCCC1C2C3CC2N13
40338,C1CC1C1OCC2NC12
3014,N=COCC1CN1
49483,N=CN1CC1(C#C)C#N
35055,C#CC1CN2CC=CC12
57572,CC(O)C(OC=O)C=O
47313,O=C1CCNCC1C#N
77208,CC1C2C1C(C#C)C2C
32645,CCCC1=COC(O)=N1
104953,COC12CC(O)C1C2C
41903,O=C(C1CO1)C1CCO1
121219,OCCOCC#CCO
115323,CCN=COC(C)C#C
130525,CC1=CC(F)=NC(F)=N1
113783,CCC1CCC(=O)CC1
73924,CC1=CC2NC2C2OC12
109692,COC1C2CC1C(=O)C2
77941,CC1C2C3N4C1C2C34C
59358,CC(C)CC1CN=CO1
43232,N=C1OC(CC=C1)C#C
64263,CC1(CC1)C1CC2CC12
35434,N#CC1OCOC11CC1
95924,CN=C1OCC1(C)C#C
100566,CCC(C)OCCC#N
112939,CCC1CC2C(O)CC12
108597,COC1C(C)NC1C#N
31271,COC1=CN(C=O)C=N1
131425,CN=C1C=NOC(F)=C1
73304,NC1=NC(C#N)C2CN12
71129,CC12CC3OC1C23C=O
44198,O=C1OC2C3COC3C12
24935,N=C1OCC2=C1NC=C2
33581,C#CC12CC1OCCN2
19611,CC1OC2C3CC3C12
130619,NC1=NC=C(F)OC1=N
68703,CC12OC1C1(CC21)C=O
71408,CC12CC=CC1C2C#N
26290,CC1=C(N)OC=C1C#N
80439,CN1C2CC1C1(C)NC21
62833,CC1(O)CN2C(C#N)C12
23738,N#CCN=C1OC=CO1
91298,CN1CC2OCC12C#C
131815,CC(O)C(O)C(F)(F)F
83370,CC1C=CC(C)C1C=O
53056,CC#CCC1(C)CN1C
7324,CC(C)C(O)C(N)=O
45542,N=C1OCC(=C1)N1CC1
130161,OCCOC1=NNN=N1
53897,CC(=O)C12OC1C1CC21
89732,CN1CC2C3C4C1C2N34
37085,C1C2C3C4OCC3N1C24
88600,CC1CC2(OC12C)C=O
33135,N#CC1(CCCC1)C#N
18230,CN1CC2C(C#N)C12
40733,C1OC23CC(OC12)C=C3
93297,OC1COC11COC1=N
59437,CC(O)CCC#CC#N
72395,OC12COC3=NCC1C23
104578,CC12C3C4C(N13)C24CO
10515,CC(=O)C1(CO1)C=O
6928,O=CNC(=O)CC#C
126603,CNC1=CC(=O)NN=C1
114300,COC1COC1C1CN1
100279,CCC(C)CC(=O)OC
101028,CCC(CC)(C=O)C#C
14957,CN=COCC1CC1
7023,CCOC(=O)NC=O
29478,CN1C=C(OC1=O)C=O
80996,CC1C2OC2C1(N)C#N
123286,CC1(CC1)C1=NNC=N1
90773,CC1CC2CN2C(=O)N1
93001,OC1CCN(CC=O)C1
71074,CC12CN3CC1C(=O)C23
96091,CC(N=CN)(C#C)C#N
51429,O=CCN=C1CN=CN1
74213,CC1=CCN(C=O)C1=O
96703,CCC#CCC(C)C#N
44462,O=C1CN2CC1C=CC2
91355,CC1OC2OCC1C2C
16431,CN1C2CC2CC1=O
3473,O=CC1C2CC1O2
46746,O=C1CCC=CC11CC1
55887,OC(C#N)C1(O)CCC1
98879,COC(C)(C)CC1CO1
58136,CC(C)C1=CC(C)CC1
104888,CC12CC(CO)(O1)C2=O
29556,CN1C=NC(N)=C1C#N
79366,OC1C2OC(C#N)C12O
20616,CCC1=NC(C)=NO1
53684,CC(=O)C1(O)CC=CC1
50044,O=CN1CCC(C1)C#N
41872,O=C(C#C)C1CCCO1
83047,CC1=CC(O)C(O)C1=O
116740,COCC(C)NC(N)=O
127256,N#CC#CC1=NC=NO1
123869,CC1=NC(N)=NOC1=N
113637,COC1CC=CC1OC
33252,N#CC12C3C4CC1N2C34
14375,C#CCCNCC#N
2336,CC(C)C1CC1C
15810,C1CC11OCCC=C1
121705,CCCCOCCOC
73052,CC1=C2CN3C2C3(C)C1
32116,CCC1=CNC=NC1=N
45337,O=C1NC=CC2(CC2)N1
100865,COC(CC#C)C1CC1
40146,C1CC1C1C2C3OC2C13
13446,CCC(O)C1CN1C
54054,NC(=O)C1=NC2CC2N1
120912,CCOCC1CC1(C)O
116866,NC(=N)N(CCO)C=O
42991,O=C1CC(=O)C(=C1)C#C
60759,CC(OC1COC1)C=O
58318,CC(C)C1C2C(O)CN12
43797,N=C1OC2C1COC2=N
119158,CCCC1OC11CCC1
105466,CCC12CC1(CC2)C#C
22778,ON=C1CN2CCC2=C1
11487,CCC12CC(C1)C2=O
121478,CCCCCC1CC1O
90408,OC1CC2NC11COC21
55902,NC(C#C)C1(CC1)C#N
80102,OC1C2OC1(C=O)C2O
57409,CC(C)C(O)C1CC1C
26944,OC1=C2NCCN2C=N1
84634,CC1OC(C#C)C(C)=C1
92466,CC1CCC(=C1)C1CN1
53542,NC(=O)N(C=O)C1CC1
121697,CCCCCCCCC
94796,CC1CCCC1(O)C=O
124212,CC1=NOC2=C1NC=C2
70312,CC12CC3CC1(O)CC23
46715,O=C1NCC=C2CNC12
78565,CN1C2C3CC3(C#N)C12
13119,C#CCC1=CCCC1
120821,COCCC1C(C)C1C
117677,COCC1(CC1)N1CC1
23379,FC1=CC=NC(=O)O1
25908,CN(C)C1=CC=C(O)N1
112558,CCC1OC1CCC#C
52719,CC#CC1C2CCCN12
40650,C1C2OC3C1C21COC31
16105,OC1CC2CC12C=O
62840,CC1(O)CC2C1N2C=O
97513,COC(=O)C1NC1C#C
102990,CC1(CO)CCC=CC1
52067,CC#CC(=N)NC(C)=O
92228,CC1CCC(=O)C1C=O
112265,CNC(=O)C1CC1CO
53084,CC#CCC1=CCOC1
84552,CC1OC(=N)COC1=O
88956,CC12CC3(CC(O)C13)O2
62576,CC1(C)CC11C2CC1O2
87150,CC1OC1C#CC(C)=O
8659,CNC(=O)C(=O)NC
85124,CN1CC(O)C(=O)C=C1
86093,CC1CC1(C)C1CCC1
115143,CCN=C1NC2COC12
50767,N=COC12CCC1CC2
79528,CN1CC2C(O)C12C#C
45236,O=C1CC=C2CCC2N1
40501,C1OCC11CCN=CO1
124076,CC1=NNC2=C1OCC2
71789,CC12OCC11CCC2O1
116861,CCNC(C=O)C(N)=O
21628,OC1=CC(=N)NN=C1
114872,COC1COCC1CO
13288,COCC1C(C)N1C
48018,O=CC1(NCC=C1)C#N
101659,CNC1(C#N)C(C)C1C
41770,O=C(C#N)C1=NCCN1
33151,N#CC12C3C1C1C3CC21
11165,CN=C1CC(C)CO1
54263,CC(=O)C1N=CNC1=O
69118,CC12CC1C=C1COC21
76719,OC1C2(CC2)CC11CN1
55479,NC(=O)CCOC1CC1
118801,CC12CCN1C2CCO
15034,CCN1C(C)C1C#C
53670,CC(=O)C1(O)CC2OC12
106088,CC1(O)CN2CC12CO
127917,NC(C#C)C1=NOC=N1
112952,CCC1CN2C(C=O)C12
78205,CC1C2OC3C2C3N1C
104895,OCC12CC(O)(C1)C2=O
60366,CC(CC#N)C1CCC1
126776,CNC1=NOC=C1C#C
51631,O=COCC12CN(C1)C2
58755,CC(C)C1CNC(=O)O1
27081,NC1=CC(=O)C=CN=C1
67301,OC12CC(C1)C1CC2C1
6677,CC(=O)OCCCO
21856,CCC(CC(C)C)=NO
86992,CC1OC11CNC1C=O
126423,CN=C1ON=NNC1=N
61461,OC1(C#C)C2CC1CC2
23108,ON=C1CCC2CCC12
16302,CC12OC1C1CC2O1
100615,CCC(N1CC1)C(C)=O
73843,CC1=CC2CCOC1O2
5514,OCC1=C(O)C=CN1
56001,OC(C#N)C1=NCCO1
111236,CC1=CC(=O)C(CO)C1
57699,CC(C)C1(O)COC1=O
115157,CCN=C1COC(=O)N1
63658,CC1(C=O)C=CC2CC12
69568,CC12OC1CC=C2C=O
25447,NC(=O)C1=C(N)OC=C1
199,OC1=NC=CN1
99475,CC(C(O)CO)C1CC1
41293,C1CC2C3CCOC23C1
44670,N=C1OC2CC2OC1=O
29577,CN1C=NC(O)=CC1=O
29657,OC1C=CC2=CNC=C12
95248,CC1OCCOC1C#C
18065,OCC1CCC2NC12
114479,CCC1CC2NC2CO1
60069,CC(C=O)C1CC(C)O1
42342,N=C1OCC2NC1C2=O
61901,CC1(C)N2CC11OCC21
40524,C1OCC11CCCCC1
47905,O=CC1(CO1)C(=O)C#N
9429,OC1(CC1C#N)C#C
47794,O=CC(CC#C)C1CC1
39517,C1CC11CC2(CCO2)C1
85068,CC1OC(N)=NC1C=O
858,CC1=CC=C(N)N1
51335,O=CNC1CCN2CC12
50960,O=CCN1C2CC1CC2
118679,CCCC1C2NC1C2=O
99937,CC1CC(O1)C(O)CO
28760,CC1=CC(O)=COC1=O
57736,CC(O)C1(C)COC=N1
42738,O=C1C2CCC22CCN12
46404,N=C1OCC2CN2C1=O
91803,CC1CC=CC(C)C1O
19696,CCC1C2C3CN3C12
7979,CC12CC1CC(=O)C2
41067,C1OC2CC=CCC=C12
94339,CC1CCC=CC(=O)O1
121444,COCCOC(C)CO
60725,CC1OC1CN(C)C=O
13188,CC#CC1COC=N1
27712,NC1=CC(OC=O)=CN1
82933,CC1C2OCCN1C2C
67922,CC12CC3OC3C1(C)N2
34864,C#CC1CC2(OC12)C#N
55810,OC(C#N)C(C=O)C#C
66750,CC12C3CCC1C(=O)N23
104733,CCC12C3C(O)C1CN23
76680,OC1C2(O)CNC12C=O
24954,N=C1OCC2=CN=CN12
55311,CC(=O)CCC#CC#C
59388,CC(C)OC1CCC1C
57299,CC(C)C(O)(C=O)C#C
82915,OC1C2OCOC12C=O
26593,CC1=C(C=CN1)N1CC1
48730,O=CC1=CC2CN3C2C13
79086,CC1C2C=CC3NC3C12
58905,CC(C)C1CCCC1O
88303,CC1CC2(O)CC2(C)O1
115359,CCN=COCC(C)=O
23643,C#CC1=C(N=CN1)C#N
13982,CC1(O)C2OCOC12
130311,CC1=CNC(F)=NC1=O
73064,CC1=C2CC=CC2CC1
73661,CC1=CC2C3CC1(C)N23
122802,CC(=O)N1N=NNC1=N
106596,CCC12NC3C1NC23C
62789,CC1(C)CC2(OC12)C=O
104006,CCC1(CN2CC2)CO1
6229,CC(O)CN(C)C=O
35769,C#CCC1=CC2NC2C1
6544,CC#CCCC(C)=O
97068,CNC(=O)N(C)C(C)C
22047,CC1=CC(=NO)C(=N)N1
100088,OCC(O)C1CN2CC12
122365,C1CNC2=CON=C2C1
25679,NC(=O)CC1=COC=C1
89220,OC1CC2=CC3CC3C12
109422,COC1C2NC(C#N)C12
12179,CC1CC=CCC1O
87369,CC1NC1C1(C)NC1C
83063,CC1N=C(N)N(C)C1=O
104366,OCC1(CCC=C1)C=O
19804,CCC1CC1C1CC1
126113,CN1N=NC(=N1)C1CC1
8009,CC12CC1CC(O)C2
107904,CCC1=CCOC(=O)N1
18577,O=C1C2NC3CN1C23
107155,CCC12COC3C1OC23
6265,CC(=O)NC(=N)CO
62710,CC1(O)CC1C1CCO1
70410,OC12CC3C1C1(CC1)C23
53153,CC#CCN=CNC=O
27830,OC1=CC2=C(N1)OC=N2
81469,CC12CC3C(O)C(C1)N23
37655,C1C=CC2C=CC3OC123
77384,CC1C2C3CCN=C3N12
5360,COC1=NC=CC=C1
93065,CC1COC1(C)C1CN1
56846,CC(C)(CC#C)OC=N
36545,C(OC1CCC1)C1CC1
101402,COC(CN1CC1)C#N
44989,O=C1NC2CCC1OC2
70108,CC12NC3=NC4C(C14)C23
91415,CC1CC2OCC2C1=O
114878,OCC1OCOC1CO
98427,CCC(C#N)N1CC1C
107109,OCC12CCC1CC2O
46233,O=C1CCC2C3CC1C23
17652,CC1OC11C2CC1C2
7364,CC1(CCO)CCO1
131776,FC(F)(F)CC(F)(F)F
12909,OC1CCC1CC#N
123230,CC(O)C1=NNN=C1O
103017,CCC1(C)COCC1=O
8303,CC12CC(O1)C(=O)C2
26740,OC1=C(NC=O)C=CN1
121177,COCCN=CNC=O
47632,O=CC(=O)C1C2CC1O2
51886,O=COCCC#CC#N
112914,CC1C2CC(CO)OC12
114166,CCC1(O)CCC1CO
39505,C1CC11C=CCOC=N1
23514,FC1=NC(=N)NN=N1
7833,CC1CC(C)=CC1C
26736,NC1=C(OC=O)N=CN1
51213,O=CCN1CC=CC1=O
24200,O1C=CC2=C1C=NC=C2
104679,COC12C3OC(C13)C2O
66996,OC12CC(=O)C1C2C=O
104765,CC12OC3CC1C23CO
55010,CC(=O)NC12CN(C1)C2
117765,OCCC1(CC=O)CC1
49426,O=CC1CC(=O)NC1=O
97761,OCC(=O)OC(=N)C=O
114762,COC1CCCC1(C)C
112421,CN1CC1C1OC1CO
100815,CCN(C=NC)C(N)=O
66453,CC12C3N1CC2OC3=N
109061,CCC1C2C3C2C1C3C
74769,OC1C(=O)C2NCC12O
70909,CC12OC3C=CC1CC23
91659,CC1CN=C(O1)C(N)=O
59031,CC(C)OC(=O)C1CO1
65636,OC12C3C1C1C3CC21O
84850,CC1CC(C)(O)C1C#N
64996,CC1(CCC11CN1)C#C
108795,CCC1C(OC1=N)C=O
7318,CC(O)C(=O)C(C)O
103466,CCC1(CCC1=O)OC
29202,CC1=COC=C1N1CC1
66966,CC12OC(=N)C1C1NC21
95981,CN=C1OCC2NC12C
3619,C#CC1=NON=N1
23642,C#CC1=C(N=CN1)C#C
104579,CCC12C3C1N1C3C21C
85563,CC1CC(C2CC2)C1O
50030,O=CC1CC(CO1)C#N
19069,OCC1N2CC2C1=O
70288,OC12CC3C(CC13)C=C2
71946,CC12CCC1C1(CO1)C2
125346,CCNC1=CNN=C1N
29960,OC1COC2=C1OC=C2
46660,O=C1OCC2OCCC12
63317,CC1(C)COC2(CC2)C1
53981,CC(=O)C12CN3C1CC23
75361,CC1N(C)C(=O)C1(C)C
116742,COCC(C)OC(C)=O
65634,CC12CN3C4C(C13)C24O
24289,C1OCC1C1=CN=CN1
76016,CC1C(C=CC1=O)C#N
31508,CCC1=CN=C(N1)C=O
10238,OCC1(CO)CCO1
119613,CCOC1COC(C)C1
32338,COCC1=C(C)N=CN1
63281,CC1(O)CCC1C1CO1
46476,O=C1OCC2OC2CO1
92773,CC1CCC(C)C1C=O
14941,O=CCOCC1CC1
35460,C#CC1OCCC2NC12
12165,OC1C=CCOC1=O
114375,COC1OCC2(C)CC12
72898,CC1=C(C)C2CC3C1N23
41407,C1CC2CC=CC(C1)C2
15342,OC1C=CCC1C#C
107051,CCC12CCC1CC2=O
84925,CC1CC(C)(O1)C(C)=O
2644,OCCC#CC#N
100456,OCC(O)CC1CCO1
104573,OCC12C3C1C1OC3C21
114204,CCC1OCC11NC1C
121472,CC1CC1OCCCO
128358,NC1=NC2=C(N1)N=NO2
107219,OCC12CCOC1C2O
50418,N=C(NCC#N)NC=O
16305,CC12C=CC3CC1C23
40541,C1CC23C1C1C2C=CC31
4070,CC1NC=CC1=NO
41687,C1CCCC=CCCC1
2731,OC1CCC1C#C
31627,COC1=NC=CC(=N)O1
87497,CC1CC1C1=CCOC1
101403,NCC(NC1CC1)C#N
116363,CCOC(C)(CC)C=O
127897,NC(=O)OC1=CNN=N1
30730,CNC1=C(C)OC=C1C
47310,O=C1CCCNC1C#N
67006,CC12CC(=O)C1CC=C2
53794,CC(=O)C1(CCO1)C#C
42130,O=C1C2C3C2C2C3OC12
54272,NC(=O)C1N=CNC1=O
98447,CCC(C#C)C1CCC1
45769,N=C1OCC11CC1C#N
75652,CC1C(N1C)C1(O)CC1
73769,CC1=CC2CC1(N2)C#N
87639,CC1OC1C1NC1C#N
115152,CCN=C1CCC(=O)N1
40808,C1C2C3OC4(COC24)C13
4172,ON=C1C2C3OC1C23
89414,CC1CC2C(C=O)C12C
116670,CCOC(C)C1CN1C
17631,CC(C)C1C2COC12
100114,CCC(O)C1CCC1=O
88749,CN1CC2(CO2)CC1=O
131731,CC1(C)NC1C(F)(F)F
95570,CN=C(CC#C)NC=O
42284,O=C1C2CC(C2)C11CN1
2935,N=C(C=O)N1CC1
73508,CC1=CC2(CC2)C(=O)N1
35198,C#CC1CC=CCC=C1
46866,O=C1CNC(=O)OCO1
100824,CC(=O)C(CO)CC#N
7691,OC1COCC(O)C1
36054,N#CCC1OCC2NC12
14848,CCC(C#N)C1CN1
30616,CCC1=C(C)OC(C)=C1
96029,CN=C1CC(O)CCO1
80729,CC1C(O)C2(CN12)C#C
84885,CC1CC(C)(O)C=C1C
16957,N#CC12OC3C1NC23
3281,O=CC1CC2CN12
87019,OC1CC11CCC2CC12
115985,CCOC(=O)NCC#N
77313,CN1C2C1C1(O)CC21O
76168,NC1C(OC1=O)C(N)=O
8972,OCC#CC(=O)C#C
59249,CC(C)CC1=CCCC1
105280,COC12CC1(O)C(=O)C2
124298,CC1CC1C1=NOC=C1
57426,CC(C)C(C)C1COC1
95151,OC1CCCOC(=N)C1
129748,OC1C2C1C1=CN=NN21
77039,CC1C2C(C)CCC12O
54322,CC(=O)C1OC1(C)C#C
117716,CN1CC1(CCO)C#C
96678,CCC#CCC#CCO
340,CCC(=O)C#C
55023,CC(=O)CC12CC1CO2
57712,CN(C)C1(C)CNC1=O
30112,CN=C1NC=NC(O)=C1
29917,OC1CCC2=C1C=CN2
7487,CC(=O)C1CC(=O)O1
39201,C1OCC1C1=NCCO1
101204,CCC(CC)C(O)C=O
63340,CC1(C)COC2CC2O1
100561,CCC(C)CCCC#N
27180,CC1=NC(=CN1)N1CC1
96277,CN=COCCCC=O
71642,CC12CCC1(C)C(=O)C2
2179,CC1CC(C)C1O
20898,CN1N=NC=CC1=N
82505,OC1C2CCC1C1NC21
50423,N=CNC(=O)OCC#C
125603,CN(C=O)C1=NON=N1
117659,COCC1(CC1)C(C)O
37948,C1CN2C1C21CC2OC12
13684,CC(C)C1CCC=C1
129563,OC1=NC=C(C=O)N=N1
24961,O=C1CNC2=NC=CN12
39615,C1NC11CC2CCC1O2
51584,O=CCCC1(CN1)C#N
64723,OC1(CC2CCO2)CC1
17345,C1OC11CC2CN2C1
118681,CCCN1C2CC1C2=O
625,NC(=O)C1CC1
52191,CC#CC(O)C(C)C#N
83383,CC1C=CC(C=O)C1=O
80632,OC1C2OC1C2CC=O
88894,CC1C(O)CC11CCC1
6918,O=C(CC#N)CC#N
40145,C1CC1C1C2C3CN2C13
3938,ON=C1C=NON=C1
45543,O=C1CCC(=C1)C1CC1
34760,N#CC1NC11CC2NC12
121306,CNC(=O)CCCCO
112613,CC12OC(CO)C1C2O
98845,CCC(C)(C)OC(C)=O
46836,N=C1CCCC(=O)CO1
94809,CC1CCOC11COC1
44291,O=C1CC2OC(O1)C=C2
63159,CC1(C)COC(=N)OC1
48538,O=CC12COC(CO1)C2
8985,CC(C#N)C#CCO
64226,CC1(CC1)C1OC1C#C
5851,CC#CC(C)(O)C#C
71312,CC12CC3OCC1C23O
88673,OC1CC2(CN2)C11CN1
129195,O=CC1=NOC(=O)C=C1
72162,CC12CCC1CC(=O)N2
13325,CC(C)C1COC1C
51841,O=CNCC1OCC=C1
41239,C1CC23CC=CC2C3O1
11245,CCC1COC(=N)C1
109191,CCC1C2C3CN2C13C
26263,NC1=C(N)C(=O)OC=C1
119831,OCCC1CCOC1=O
21533,O1N=NC2=C1N=NO2
119804,CCCC1COCC1=O
117973,CCCC12CC1C(C)C2
127345,N#CCOC1=NNC=N1
130347,CC1=CC(=N)N=C(F)O1
122553,C1OCC2=NNC=C2O1
4901,CCN1C=CC(C)=C1
28861,OC1=CNC(=O)N=C1O
48825,O=CC1=CCOC1C#N
15501,OCC1COCC1=O
88435,CC12CC(O)C1OCC2
104518,CC1C2C3CN2C13CO
64915,NC1(COC(=N)C1)C#N
52902,CC#CC1OCC(C)=C1
37895,C1C2OC1C21OCC=C1
52620,CC#CC1=NCCCO1
50878,O=CCC1C2C3CC2N13
61014,CC(CC#N)NCC#C
4575,NC1=COC(=O)N=C1
5365,OCC1=CC=CC=C1
9681,CNC(=O)C1(C)CN1
89623,CC1CC2C1OC2(C)C
23181,ON=C1C2C3C=CC1N23
89829,CC1OC2C3CCC12O3
42363,O=C1C2CC(C#N)C1N2
126348,CN=C1NN=CC(O)=C1
48146,O=CC12CC(O1)C21CN1
115054,OCC1CCOCC=C1
121703,CCCCOCCCC
16896,O=CC1=CC2CC1O2
66947,OC12C=CCC3C1CC23
58316,CC(O)C1C2OC(=N)C12
62639,CC1(C)CC11COC=N1
110614,COC1C=CC2C1N2C
23099,ON=C1C=CC2CCC12
116630,CC1(CN1)C(O)CCO
126635,CNC1=CN=NOC1=O
70305,CC12CC3C(C1)OC23C
94965,CC1CCOC2CC12O
104312,CCC1(CNC=O)CN1
17488,C1OC1C12CC(C1)O2
52545,CC#CC12COCC1O2
102567,OCC1(O)CC1OC=N
110638,COC1C=CC2CCC12
44501,O=C1CC2CC1CCO2
41740,O=C(C#N)C1(CO1)C#N
6216,CC(O)CC(C)C#C
47154,O=C1OCCC2CCC12
41754,O=C(C#C)C12CN1CC2
81248,CC1C2NC2C=C1C#N
29103,OC1=CNC2=C1N=CN2
108037,COC1C(=O)C2OC12C
45672,O=C1NC(CC#C)CO1
121577,COCCOCC(N)=O
47231,N=C1CNCCC(=O)O1
79758,CC1C2CN(CC12)C=O
3119,O=C1COC11CC1
39791,C1CC11CCCC2OC12
127335,N#CCNC1=NON=N1
7032,OCCC(=N)OC=O
76167,NC1C(OC1=N)C(N)=O
80048,CC1N2CC1(C)OCC2
49895,O=CC1OC2CCC2=C1
47598,N=C(N1CC1)C(=O)C=O
22928,CC1C2CCC2C1=NO
88973,CN1CC23OC(C12)C3=O
13320,CN(C)C1CNC1=O
70861,OC12CC3C4CC3C1C24
46800,N=C1OCC=CNC1=O
121780,C#CC1CN2N=CN=C12
115184,CCN=C1OCC1OC
131017,CC1=CNC(=O)C(F)=C1
121645,CCCCOCCC#C
52156,CC#CC(C)(C)OC=O
108498,CCC1C(C)C2CCC12
100154,COC(C)C1CCC1O
117438,CCCC1(O)CNC1=O
115937,CNCC(=O)OC1CC1
124362,CC1CCC2=C1C=NO2
125018,CCCCN1N=NN=N1
54790,CC(=O)C(=O)CC(N)=O
78929,CC1C2C=C(C)C(O)C12
5191,CCOC1=NC=CN1
67368,CC12CN(C1)C2C1CO1
127406,N1N=NC=C2N=CC=C12
121636,CCCCCOC=NC
60511,CN(CC(C)(C)O)C=O
28769,CC1=COC(=N)C(N)=N1
105541,OCC12OC1C(=O)C=C2
95809,CN=C1CC2CC2(C)O1
25331,CC#CC1=CC(N)=CO1
7940,CC12CC(C1)CCC2
79206,OC1C2CC(=O)C(O)C12
107867,CCC1=CCC2CC1C2
122811,CC(=O)NC1=CON=C1
116671,CCOC(C)C1NC1C
66211,OC12C3OC1C(=O)C23O
